"Urząd";"Numer na karcie do głosowania";"Nazwisko i imiona";"Nazwa komitetu";"Skrót nazwy komitetu";"Wiek";"Wykształcenie";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Poparcie";"Przynależność do partii";"Liczba głosów";"Procent głosów";"Czy uzyskał mandat";"Obszar";"TERYT";"Płeć";"Liczba głosów ważnych na wszystkich kandydatów"
"Wójt Gminy Słupia Konecka";1;"BRELSKI Mariusz Stanisław";"KOMITET WYBORCZY WYBORCÓW GPP 2024";"KWW GPP 2024";46;"wyższe";"Lasocin";"260408";"gm. Łopuszno";"";"nie należy do partii politycznej";;;;"gm. Słupia Konecka";"260506";"Mężczyzna";
"Wójt Gminy Słupia Konecka";2;"WIELGOPOLAN Robert";"KOMITET WYBORCZY WYBORCÓW ROBERTA WIELGOPOLANA";"KWW ROBERTA WIELGOPOLANA";56;"wyższe";"Ruda Pilczycka";"260506";"gm. Słupia Konecka";"";"nie należy do partii politycznej";;;;"gm. Słupia Konecka";"260506";"Mężczyzna";
"Wójt Gminy Słupia Konecka";3;"ZIĘCIK Piotr Łukasz";"KOMITET WYBORCZY WYBORCÓW NOWA SIŁA GMINY SŁUPIA KONECKA";"KWW NOWA SIŁA GMINY SŁUPIA KONECKA";31;"średnie";"Pijanów";"260506";"gm. Słupia Konecka";"";"nie należy do partii politycznej";;;;"gm. Słupia Konecka";"260506";"Mężczyzna";
"Wójt Gminy Smyków";1;"JANISZEWSKA Beata Lidia";"KOMITET WYBORCZY WYBORCÓW BEATY JANISZEWSKIEJ";"KWW BEATY JANISZEWSKIEJ";49;"wyższe";"Smyków";"260507";"gm. Smyków";"";"nie należy do partii politycznej";;;;"gm. Smyków";"260507";"Kobieta";
"Wójt Gminy Smyków";2;"ORZELSKI Radosław Marian";"KOMITET WYBORCZY WYBORCÓW RADOSŁAW ORZELSKI";"KWW RADOSŁAW ORZELSKI";54;"wyższe";"Tumlin-Podgród";"260410";"gm. Miedziana Góra";"";"nie należy do partii politycznej";;;;"gm. Smyków";"260507";"Mężczyzna";
"Wójt Gminy Smyków";3;"PAWELEC Jarosław Marcin";"KOMITET WYBORCZY WYBORCÓW JAROSŁAWA PAWELCA";"KWW JAROSŁAWA PAWELCA";45;"wyższe";"Miedzierza";"260507";"gm. Smyków";"";"nie należy do partii politycznej";;;;"gm. Smyków";"260507";"Mężczyzna";
"Wójt Gminy Smyków";4;"SYKULSKI Łukasz Robert";"KOMITET WYBORCZY WYBORCÓW ŁUKASZA SYKULSKIEGO";"KWW ŁUKASZA SYKULSKIEGO";31;"wyższe";"Smyków";"260507";"gm. Smyków";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Smyków";"260507";"Mężczyzna";
"Burmistrz Stąporkowa";1;"DAJCZER Jakub";"KOMITET WYBORCZY WYBORCÓW JAKUBA DAJCZERA";"KWW JAKUBA DAJCZERA";40;"wyższe";"Czarniecka Góra";"260508";"gm. Stąporków";"";"nie należy do partii politycznej";;;;"gm. Stąporków";"260508";"Mężczyzna";
"Burmistrz Stąporkowa";2;"GWOREK Monika Magdalena";"KOMITET WYBORCZY WYBORCÓW MONIKI GWOREK";"KWW MONIKI GWOREK";52;"wyższe";"Stąporków";"260508";"gm. Stąporków";"";"nie należy do partii politycznej";;;;"gm. Stąporków";"260508";"Kobieta";
"Burmistrz Stąporkowa";3;"KURCBART Tomasz Robert";"KOMITET WYBORCZY WYBORCÓW TOMASZ KURCBART";"KWW TOMASZ KURCBART";49;"wyższe";"Stąporków";"260508";"gm. Stąporków";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Stąporków";"260508";"Mężczyzna";
"Burmistrz Stąporkowa";4;"ŁUKOMSKA Dorota";"KOMITET WYBORCZY WYBORCÓW DOROTY ŁUKOMSKIEJ - ROZWÓJ GMINY";"KWW DOROTY ŁUKOMSKIEJ - ROZWÓJ GMINY";43;"wyższe";"Stąporków";"260508";"gm. Stąporków";"";"nie należy do partii politycznej";;;;"gm. Stąporków";"260508";"Kobieta";
"Burmistrz Stąporkowa";5;"MŁODAWSKI Jarosław Józef";"KOMITET WYBORCZY WYBORCÓW NAPRAWIMY TO";"KWW NAPRAWIMY TO";44;"wyższe";"Stąporków";"260508";"gm. Stąporków";"";"nie należy do partii politycznej";;;;"gm. Stąporków";"260508";"Mężczyzna";
"Wójt Gminy Baćkowice";1;"BORKOWSKI Marek";"KOMITET WYBORCZY WYBORCÓW MARKA BORKOWSKIEGO";"KOMITET WYBORCZY WYBORCÓW MARKA BORKOWSKIEGO";40;"wyższe";"Baćkowice";"260601";"gm. Baćkowice";"popierany przez partię polityczną: PiS";"nie należy do partii politycznej";;;;"gm. Baćkowice";"260601";"Mężczyzna";
"Wójt Gminy Baćkowice";2;"PARTYKA Marian Stanisław";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA BAĆKOWICE";"KWW NASZA GMINA BAĆKOWICE";69;"średnie";"Nieskurzów Stary";"260601";"gm. Baćkowice";"";"nie należy do partii politycznej";;;;"gm. Baćkowice";"260601";"Mężczyzna";
"Wójt Gminy Baćkowice";3;"SKOBEL Monika";"KOMITET WYBORCZY WYBORCÓW NOWOCZESNA GMINA BAĆKOWICE";"KWW NOWOCZESNA GMINA BAĆKOWICE";38;"wyższe";"Piórków-Kolonia";"260601";"gm. Baćkowice";"";"nie należy do partii politycznej";;;;"gm. Baćkowice";"260601";"Kobieta";
"Burmistrz Miasta i Gminy Iwaniska";1;"CIEPIELA Ireneusz Karol";"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE DLA GMINY IWANISKA";"KWW WSPÓLNIE DLA GMINY IWANISKA";48;"wyższe";"Kamienna Góra";"260602";"gm. Iwaniska";"";"nie należy do partii politycznej";;;;"gm. Iwaniska";"260602";"Mężczyzna";
"Burmistrz Miasta i Gminy Iwaniska";2;"KIJANKA Dariusz Janusz";"KOMITET WYBORCZY WYBORCÓW DARIUSZA KIJANKI RAZEM MOŻEMY WIĘCEJ";"KWW DARIUSZA KIJANKI RAZEM MOŻEMY WIĘCEJ";48;"wyższe";"Iwaniska";"260602";"gm. Iwaniska";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Iwaniska";"260602";"Mężczyzna";
"Burmistrz Miasta i Gminy Iwaniska";3;"STANIEK Marek";"KOMITET WYBORCZY WYBORCÓW MARKA STAŃKA";"KWW MARKA STAŃKA";58;"wyższe";"Planta";"260602";"gm. Iwaniska";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Iwaniska";"260602";"Mężczyzna";
"Wójt Gminy Lipnik";1;"GRZĄDZIEL Andrzej";"KOMITET WYBORCZY WYBORCÓW ANDRZEJA GRZĄDZIELA";"KWW ANDRZEJA GRZĄDZIELA";62;"wyższe";"Opatów";"260604";"gm. Opatów";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Lipnik";"260603";"Mężczyzna";
"Burmistrz Miasta i Gminy Opatów";1;"CHANIECKI Andrzej Stanisław";"KOMITET WYBORCZY WYBORCÓW ANDRZEJ CHANIECKI";"KWW ANDRZEJ CHANIECKI";67;"wyższe";"Opatów";"260604";"gm. Opatów";"";"nie należy do partii politycznej";;;;"gm. Opatów";"260604";"Mężczyzna";
"Burmistrz Miasta i Gminy Opatów";2;"GAJEWSKI Grzegorz Adam";"KOMITET WYBORCZY STOWARZYSZENIE REGION ŚWIĘTOKRZYSKI";"KW STOWARZYSZENIE REGION ŚWIĘTOKRZYSKI";48;"wyższe";"Opatów";"260604";"gm. Opatów";"";"nie należy do partii politycznej";;;;"gm. Opatów";"260604";"Mężczyzna";
"Burmistrz Miasta i Gminy Opatów";3;"LIS Artur";"KOMITET WYBORCZY WYBORCÓW ARTURA LISA";"KWW ARTURA LISA";40;"wyższe";"Karwów";"260604";"gm. Opatów";"";"nie należy do partii politycznej";;;;"gm. Opatów";"260604";"Mężczyzna";
"Burmistrz Ożarowa";1;"RĘDZIAK Paweł";"KOMITET WYBORCZY WYBORCÓW PAWŁA RĘDZIAKA";"KWW PAWŁA RĘDZIAKA";60;"wyższe";"Ożarów";"260605";"gm. Ożarów";"";"nie należy do partii politycznej";;;;"gm. Ożarów";"260605";"Mężczyzna";
"Burmistrz Ożarowa";2;"STAŃCZYK Marcin Grzegorz";"KOMITET WYBORCZY WYBORCÓW MARCINA STAŃCZYKA - OŻARÓW NA NOWO";"KWW MARCINA STAŃCZYKA - OŻARÓW NA NOWO";45;"wyższe";"Ożarów";"260605";"gm. Ożarów";"";"nie należy do partii politycznej";;;;"gm. Ożarów";"260605";"Mężczyzna";
"Burmistrz Ożarowa";3;"ŚLĘZAK Piotr";"KOMITET WYBORCZY WYBORCÓW PIOTR ŚLĘZAK SKUTECZNA ZMIANA";"KWW PIOTR ŚLĘZAK SKUTECZNA ZMIANA";50;"wyższe";"Śródborze";"260605";"gm. Ożarów";"";"nie należy do partii politycznej";;;;"gm. Ożarów";"260605";"Mężczyzna";
"Wójt Gminy Sadowie";1;"URBAN-ŻELAZOWSKA Marzena";"KOMITET WYBORCZY WYBORCÓW MĄDRZE I WSPÓLNIE";"KWW MĄDRZE I WSPÓLNIE";51;"wyższe";"Sadowie";"260606";"gm. Sadowie";"";"nie należy do partii politycznej";;;;"gm. Sadowie";"260606";"Kobieta";
"Wójt Gminy Sadowie";2;"WOLAŃSKI Piotr Michał";"KOMITET WYBORCZY WYBORCÓW PIOTRA WOLAŃSKIEGO";"KWW PIOTRA WOLAŃSKIEGO";45;"wyższe";"Zochcin";"260606";"gm. Sadowie";"";"nie należy do partii politycznej";;;;"gm. Sadowie";"260606";"Mężczyzna";
"Wójt Gminy Tarłów";1;"DWOJAK Dawid Jerzy";"KOMITET WYBORCZY WYBORCÓW DAWIDA DWOJAKA DO DZIEŁA";"KWW DAWIDA DWOJAKA DO DZIEŁA";36;"wyższe";"Julianów";"260607";"gm. Tarłów";"";"nie należy do partii politycznej";;;;"gm. Tarłów";"260607";"Mężczyzna";
"Wójt Gminy Tarłów";2;"KAMIŃSKI Tomasz";"KOMITET WYBORCZY WYBORCÓW TOMASZA KAMIŃSKIEGO";"KWW TOMASZA KAMIŃSKIEGO";46;"wyższe";"Wólka Tarłowska";"260607";"gm. Tarłów";"";"nie należy do partii politycznej";;;;"gm. Tarłów";"260607";"Mężczyzna";
"Wójt Gminy Wojciechowice";1;"JĘDRZEJEWSKI Damian";"KOMITET WYBORCZY WYBORCÓW DAMIANA JĘDRZEJEWSKIEGO";"KWW DAMIANA JĘDRZEJEWSKIEGO";42;"wyższe magisterskie";"Bidziny";"260608";"gm. Wojciechowice";"";"nie należy do partii politycznej";;;;"gm. Wojciechowice";"260608";"Mężczyzna";
"Wójt Gminy Wojciechowice";2;"SIDOR Szymon Mikołaj";"KOMITET WYBORCZY WYBORCÓW GMINA WOJCIECHOWICE NASZYM DOBREM";"KWW GMINA WOJCIECHOWICE NASZYM DOBREM";53;"wyższe";"Stodoły-Wieś";"260608";"gm. Wojciechowice";"";"nie należy do partii politycznej";;;;"gm. Wojciechowice";"260608";"Mężczyzna";
"Prezydent Miasta Ostrowca Świętokrzyskiego";1;"BRYŁA-MAZURKIEWICZ Monika Marta";"KOMITET WYBORCZY WYBORCÓW MOJE MIASTO OSTROWIEC";"KWW MOJE MIASTO OSTROWIEC";46;"wyższe";"Ostrowiec Świętokrzyski";"260701";"m. Ostrowiec Świętokrzyski";"";"nie należy do partii politycznej";;;;"m. Ostrowiec Świętokrzyski";"260701";"Kobieta";
"Prezydent Miasta Ostrowca Świętokrzyskiego";2;"DASIOS Piotr Paris";"KOMITET WYBORCZY PERSPEKTYWA";"KW PERSPEKTYWA";58;"wyższe";"Ostrowiec Świętokrzyski";"260701";"m. Ostrowiec Świętokrzyski";"popierany przez partię polityczną: Polska 2050 Szymona Hołowni";"członek partii politycznej: Polska 2050 Szymona Hołowni";;;;"m. Ostrowiec Świętokrzyski";"260701";"Mężczyzna";
"Prezydent Miasta Ostrowca Świętokrzyskiego";3;"ŁAKOMIEC Artur Konrad";"KOMITET WYBORCZY KOALICJA TAK ! DLA SAMORZĄDU";"KW KOALICJA TAK ! DLA SAMORZĄDU";50;"wyższe";"Ostrowiec Świętokrzyski";"260701";"m. Ostrowiec Świętokrzyski";"";"nie należy do partii politycznej";;;;"m. Ostrowiec Świętokrzyski";"260701";"Mężczyzna";
"Prezydent Miasta Ostrowca Świętokrzyskiego";4;"OŁOWNIA Krzysztof";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";50;"wyższe";"Ostrowiec Świętokrzyski";"260701";"m. Ostrowiec Świętokrzyski";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"m. Ostrowiec Świętokrzyski";"260701";"Mężczyzna";
"Wójt Gminy Bałtów";1;"ŻĄDŁO Hubert Krystian";"KOMITET WYBORCZY WYBORCÓW HUBERT ŻĄDŁO";"KWW HUBERT ŻĄDŁO";41;"wyższe";"Skarbka Dolna";"260702";"gm. Bałtów";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Bałtów";"260702";"Mężczyzna";
"Wójt Gminy Bodzechów";1;"MURZYN Jerzy Jan";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA BODZECHÓW";"KWW NASZA GMINA BODZECHÓW";63;"wyższe";"Szewna";"260703";"gm. Bodzechów";"";"nie należy do partii politycznej";;;;"gm. Bodzechów";"260703";"Mężczyzna";
"Burmistrz Ćmielowa";1;"NIKODEM Katarzyna Maria";"KOMITET WYBORCZY WYBORCÓW NIEZALEŻNI NA PLUS";"KWW NIEZALEŻNI NA PLUS";54;"wyższe ekonomiczne";"Ćmielów";"260704";"gm. Ćmielów";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Ćmielów";"260704";"Kobieta";
"Burmistrz Ćmielowa";2;"RADOSZ Honorata Małgorzata";"KOMITET WYBORCZY WYBORCÓW HONORATY RADOSZ";"KWW HONORATY RADOSZ";54;"wyższe";"Jastków";"260704";"gm. Ćmielów";"";"nie należy do partii politycznej";;;;"gm. Ćmielów";"260704";"Kobieta";
"Burmistrz Ćmielowa";3;"SUSKA Joanna Beata";"KOMITET WYBORCZY WYBORCÓW JOANNY SUSKA BURMISTRZ I RADNI DLA LUDZI";"KWW JOANNY SUSKA BURMISTRZ I RADNI DLA LUDZI";53;"wyższe ekonomiczne";"Ćmielów";"260704";"gm. Ćmielów";"";"nie należy do partii politycznej";;;;"gm. Ćmielów";"260704";"Kobieta";
"Burmistrz Miasta i Gminy w Kunowie";1;"KOBIAŁKA Beata";"KOMITET WYBORCZY WYBORCÓW BEATY KOBIAŁKI";"KWW BEATY KOBIAŁKI";57;"wyższe";"Kolonia Inwalidzka";"260705";"gm. Kunów";"";"nie należy do partii politycznej";;;;"gm. Kunów";"260705";"Kobieta";
"Burmistrz Miasta i Gminy w Kunowie";2;"ŁODEJ Lech Stanisław";"KOMITET WYBORCZY WYBORCÓW LECHA ŁODEJA GMINA DLA WSZYSTKICH";"KWW LECHA ŁODEJA GMINA DLA WSZYSTKICH";62;"wyższe";"Janik";"260705";"gm. Kunów";"";"nie należy do partii politycznej";;;;"gm. Kunów";"260705";"Mężczyzna";
"Wójt Gminy Waśniów";1;"GAJEWSKI Krzysztof Marian";"KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA GAJEWSKIEGO";"KWW KRZYSZTOFA GAJEWSKIEGO";61;"średnie";"Sarnia Zwola";"260706";"gm. Waśniów";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Waśniów";"260706";"Mężczyzna";
"Wójt Gminy Waśniów";2;"GOŁDYN Janusz Adam";"KOMITET WYBORCZY WYBORCÓW JANUSZA GOŁDYNA";"KWW JANUSZA GOŁDYNA";49;"wyższe humanistyczne";"Pękosławice";"260706";"gm. Waśniów";"";"nie należy do partii politycznej";;;;"gm. Waśniów";"260706";"Mężczyzna";
"Wójt Gminy Waśniów";3;"LORANTY Paweł Grzegorz";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";55;"wyższe";"Śnieżkowice";"260706";"gm. Waśniów";"";"nie należy do partii politycznej";;;;"gm. Waśniów";"260706";"Mężczyzna";
"Burmistrz Miasta i Gminy Działoszyce";1;"KASPRZYK Marek";"KOMITET WYBORCZY WYBORCÓW MARKA KASPRZYKA ZIEMIA DZIAŁOSZYCKA";"KWW MARKA KASPRZYKA ZIEMIA DZIAŁOSZYCKA";62;"wyższe";"Działoszyce";"260801";"gm. Działoszyce";"";"nie należy do partii politycznej";;;;"gm. Działoszyce";"260801";"Mężczyzna";
"Burmistrz Miasta i Gminy Działoszyce";2;"LESZCZYŃSKI Michał";"KOMITET WYBORCZY WYBORCÓW MICHAŁA LESZCZYŃSKIEGO";"KWW MICHAŁA LESZCZYŃSKIEGO";47;"wyższe";"Dziewięczyce";"260801";"gm. Działoszyce";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Działoszyce";"260801";"Mężczyzna";
"Burmistrz Miasta i Gminy Działoszyce";3;"PORADA Stanisław Paweł";"KOMITET WYBORCZY WYBORCÓW STANISŁAW PORADA";"KWW STANISŁAW PORADA";46;"wyższe";"Dziekanowice";"260801";"gm. Działoszyce";"";"nie należy do partii politycznej";;;;"gm. Działoszyce";"260801";"Mężczyzna";
"Burmistrz Miasta i Gminy Działoszyce";4;"WOŹNIAK Artur Hubert";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";29;"średnie";"Zagaje Dębiańskie";"260801";"gm. Działoszyce";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Działoszyce";"260801";"Mężczyzna";
"Wójt Gminy Kije";1;"KUSAK Ryszard Henryk";"KOMITET WYBORCZY WYBORCÓW RYSZARDA KUSAKA";"KWW RYSZARDA KUSAKA";46;"wyższe";"Górki";"260802";"gm. Kije";"";"nie należy do partii politycznej";;;;"gm. Kije";"260802";"Mężczyzna";
"Wójt Gminy Kije";2;"SOCHA Tomasz Albert";"KOMITET WYBORCZY WYBORCÓW ENERGICZNA GMINA KIJE";"KWW ENERGICZNA GMINA KIJE";37;"wyższe techniczne";"Kielce";"266101";"m. Kielce";"";"nie należy do partii politycznej";;;;"gm. Kije";"260802";"Mężczyzna";
"Wójt Gminy Michałów";1;"KOWALCZYK Bogusław Sławomir";"KOMITET WYBORCZY WYBORCÓW BOGUSŁAW KOWALCZYK";"KWW BOGUSŁAW KOWALCZYK";59;"średnie";"Tomaszów";"260803";"gm. Michałów";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Michałów";"260803";"Mężczyzna";
"Burmistrz Miasta i Gminy Pińczów";1;"BADURAK Włodzimierz Stanisław";"KOMITET WYBORCZY STOWARZYSZENIA „ZIEMIA PIŃCZOWSKA”";"KW ZIEMIA PIŃCZOWSKA";64;"wyższe";"Kopernia";"260804";"gm. Pińczów";"";"nie należy do partii politycznej";;;;"gm. Pińczów";"260804";"Mężczyzna";
"Burmistrz Miasta i Gminy Pińczów";2;"KONIUSZ Janusz Grzegorz";"KOMITET WYBORCZY WYBORCÓW RAZEM WYBIERZMY PRZYSZŁOŚĆ";"KWW RAZEM WYBIERZMY PRZYSZŁOŚĆ";58;"wyższe";"Pińczów";"260804";"gm. Pińczów";"";"nie należy do partii politycznej";;;;"gm. Pińczów";"260804";"Mężczyzna";
"Burmistrz Miasta i Gminy Pińczów";3;"SALTARSKI Marcin Stanisław";"KOMITET WYBORCZY WYBORCÓW MARCINA SALTARSKIEGO";"KWW MARCINA SALTARSKIEGO";43;"niepełne wyższe";"Leszcze";"260804";"gm. Pińczów";"";"nie należy do partii politycznej";;;;"gm. Pińczów";"260804";"Mężczyzna";
"Wójt Gminy Złota";1;"DOMAGAŁA Aleksander Józef";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";61;"wyższe";"Nieprowice";"260805";"gm. Złota";"";"nie należy do partii politycznej";;;;"gm. Złota";"260805";"Mężczyzna";
"Wójt Gminy Złota";2;"GIEROŃ Bogusława Zofia";"KOMITET WYBORCZY STOWARZYSZENIA „ZIEMIA PIŃCZOWSKA”";"KW ZIEMIA PIŃCZOWSKA";63;"wyższe";"Miernów";"260805";"gm. Złota";"";"nie należy do partii politycznej";;;;"gm. Złota";"260805";"Kobieta";
"Wójt Gminy Złota";3;"GOŁUSZKA Ireneusz";"KOMITET WYBORCZY WYBORCÓW NASZA MAŁA OJCZYZNA GMINA ZŁOTA";"KWW NASZA MAŁA OJCZYZNA GMINA ZŁOTA";61;"wyższe";"Złota";"260805";"gm. Złota";"";"nie należy do partii politycznej";;;;"gm. Złota";"260805";"Mężczyzna";
"Wójt Gminy Złota";4;"PAŹDZIUR Dariusz Paweł";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI GMINA ZŁOTA";"KWW BEZPARTYJNI GMINA ZŁOTA";53;"wyższe";"Złota";"260805";"gm. Złota";"";"nie należy do partii politycznej";;;;"gm. Złota";"260805";"Mężczyzna";
"Wójt Gminy Złota";5;"PODSIADŁO Waldemar Bolesław";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWO-LUDOWE";"KWW POROZUMIENIE SAMORZĄDOWO-LUDOWE";57;"wyższe";"Złota";"260805";"gm. Złota";"";"nie należy do partii politycznej";;;;"gm. Złota";"260805";"Mężczyzna";
"Burmistrz Miasta Sandomierza";1;"KUROSZ Robert";"KOMITET WYBORCZY WYBORCÓW SANDOMIERSKIE POROZUMIENIE";"KWW SANDOMIERSKIE POROZUMIENIE";43;"wyższe";"Sandomierz";"260901";"m. Sandomierz";"";"nie należy do partii politycznej";;;;"m. Sandomierz";"260901";"Mężczyzna";
"Burmistrz Miasta Sandomierza";2;"MARZEC Marcin Stanisław";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNY SAMORZĄD MD 2024";"KWW PRZYJAZNY SAMORZĄD MD 2024";50;"wyższe";"Sandomierz";"260901";"m. Sandomierz";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"m. Sandomierz";"260901";"Mężczyzna";
"Burmistrz Miasta Sandomierza";3;"NIEDŹWIEDŹ Paweł";"KOMITET WYBORCZY WYBORCÓW PRZYSZŁOŚĆ SANDOMIERZA";"KWW PRZYSZŁOŚĆ SANDOMIERZA";42;"wyższe";"Sandomierz";"260901";"m. Sandomierz";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"m. Sandomierz";"260901";"Mężczyzna";
"Burmistrz Miasta Sandomierza";4;"RAMUS Tomasz";"KOMITET WYBORCZY WYBORCÓW NOWE SANDOMIERSKIE";"KWW NOWE SANDOMIERSKIE";47;"wyższe";"Sandomierz";"260901";"m. Sandomierz";"";"nie należy do partii politycznej";;;;"m. Sandomierz";"260901";"Mężczyzna";
"Burmistrz Miasta Sandomierza";5;"RUSAK Zbigniew";"KOMITET WYBORCZY WYBORCÓW SANDOMIERZ CZAS NA ZMIANY";"KWW SANDOMIERZ CZAS NA ZMIANY";59;"wyższe";"Sandomierz";"260901";"m. Sandomierz";"";"nie należy do partii politycznej";;;;"m. Sandomierz";"260901";"Mężczyzna";
"Burmistrz Miasta Sandomierza";6;"ZIOŁO Michał";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";39;"wyższe";"Sandomierz";"260901";"m. Sandomierz";"";"nie należy do partii politycznej";;;;"m. Sandomierz";"260901";"Mężczyzna";
"Burmistrz Miasta Sandomierza";7;"ŻEREBIEC Paweł";"KOMITET WYBORCZY WYBORCÓW SANDOMIERZ PRZESTRZEŃ WSPÓLNA";"KWW SANDOMIERZ PRZESTRZEŃ WSPÓLNA";48;"wyższe";"Sandomierz";"260901";"m. Sandomierz";"";"nie należy do partii politycznej";;;;"m. Sandomierz";"260901";"Mężczyzna";
"Wójt Gminy Dwikozy";1;"DZIAREK Mirosław";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNY SAMORZĄD MD 2024";"KWW PRZYJAZNY SAMORZĄD MD 2024";53;"wyższe";"Kamień Łukawski";"260902";"gm. Dwikozy";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Dwikozy";"260902";"Mężczyzna";
"Wójt Gminy Dwikozy";2;"ŁUKASZEK Marek";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";56;"wyższe";"Mściów";"260902";"gm. Dwikozy";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Dwikozy";"260902";"Mężczyzna";
"Burmistrz Miasta i Gminy Klimontów";1;"GOŹDZIEWSKI Marek";"KOMITET WYBORCZY WYBORCÓW MARKA GOŹDZIEWSKIEGO";"KWW MARKA GOŹDZIEWSKIEGO";49;"wyższe";"Pęchów";"260903";"gm. Klimontów";"";"nie należy do partii politycznej";;;;"gm. Klimontów";"260903";"Mężczyzna";
"Burmistrz Miasta i Gminy w Koprzywnicy";1;"KLUBIŃSKA Aleksandra Stanisława";"KOMITET WYBORCZY WYBORCÓW ALEKSANDRY KLUBIŃSKIEJ";"KWW ALEKSANDRY KLUBIŃSKIEJ";45;"wyższe";"Koprzywnica";"260904";"gm. Koprzywnica";"";"nie należy do partii politycznej";;;;"gm. Koprzywnica";"260904";"Kobieta";
"Burmistrz Miasta i Gminy w Koprzywnicy";2;"OSSOWSKA Anna";"KOMITET WYBORCZY WYBORCÓW ANNY OSSOWSKIEJ";"KWW ANNY OSSOWSKIEJ";34;"wyższe";"Świężyce";"260904";"gm. Koprzywnica";"";"nie należy do partii politycznej";;;;"gm. Koprzywnica";"260904";"Kobieta";
"Burmistrz Miasta i Gminy w Koprzywnicy";3;"PALUCH Anna";"KOMITET WYBORCZY WYBORCÓW ANNY PALUCH";"KWW ANNY PALUCH";51;"wyższe";"Błonie";"260904";"gm. Koprzywnica";"popierana przez partię polityczną: Prawo i Sprawiedliwość";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Koprzywnica";"260904";"Kobieta";
"Wójt Gminy Łoniów";1;"ADAMKIEWICZ Jerzy";"KOMITET WYBORCZY WYBORCÓW JERZY ADAMKIEWICZ";"KWW J. ADAMKIEWICZ";55;"wyższe";"Łoniów-Kolonia";"260905";"gm. Łoniów";"";"nie należy do partii politycznej";;;;"gm. Łoniów";"260905";"Mężczyzna";
"Wójt Gminy Łoniów";2;"PAWŁOWSKA Martyna Agata";"KOMITET WYBORCZY WYBORCÓW NIEZALEŻNI 2024";"KWW NIEZALEŻNI 2024";41;"wyższe";"Suliszów";"260905";"gm. Łoniów";"";"nie należy do partii politycznej";;;;"gm. Łoniów";"260905";"Kobieta";
"Wójt Gminy Łoniów";3;"SMALERA Radosław";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";43;"wyższe";"Chodków Stary";"260905";"gm. Łoniów";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Łoniów";"260905";"Mężczyzna";
"Wójt Gminy Obrazów";1;"KLASURA Aneta";"KOMITET WYBORCZY WYBORCÓW ANETY KLASURA";"KWW ANETY KLASURA";47;"wyższe";"Jugoszów";"260906";"gm. Obrazów";"";"nie należy do partii politycznej";;;;"gm. Obrazów";"260906";"Kobieta";
