"Sejmik";"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Skrót nazwy komitetu";"Wiek";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy uzyskał mandat";"Województwo";"TERYT Województwa";"Płeć";"Liczba głosów ważnych oddanych w okręgu"
"Sejmik Województwa Dolnośląskiego";2;8;4;"PODWIN Aleksandra Joanna";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";22;"Miękinia";"021803";"gm. Miękinia";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";2;8;5;"SZYMECKI Adrian Tomasz";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";39;"Lubiąż";"022203";"gm. Wołów";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";2;8;6;"SOŚNIERZ-BIAŁASIK Małgorzata Agata";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";48;"Marcinkowice";"021504";"gm. Oława";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";2;8;7;"WIŚNIEWSKI Leszek";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";62;"Święta Katarzyna";"022308";"gm. Siechnice";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";2;8;8;"DYDYŃSKI Dariusz";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";50;"Oława";"021501";"m. Oława";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";2;8;9;"KACZMAREK Gabriela Maja";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";21;"Uskorz Wielki";"022203";"gm. Wołów";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";2;8;10;"SYNATOR-KAWKA Kornelia";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";49;"Oława";"021501";"m. Oława";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";2;9;1;"TOMASZCZAK Marzena Joanna";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";59;"Przemiłów";"022307";"gm. Sobótka";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";2;9;2;"UNGURIAN Bożena";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";57;"Strzegomiany";"022307";"gm. Sobótka";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";2;9;3;"DĄBROWSKA Maria Irena";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";68;"Sobótka";"022307";"gm. Sobótka";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";2;9;4;"GRZEGORCZYK Piotr";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";46;"Owsianka";"022305";"gm. Kobierzyce";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";2;9;5;"NOWAKOWSKI Witold Andrzej";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";69;"Wrocław";"026401";"m. Wrocław";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";3;1;1;"MACKO Grzegorz";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";31;"Szczawno-Zdrój";"022103";"m. Szczawno-Zdrój";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";3;1;2;"SZYDŁOWSKA-KĘDZIERA Ewelina Agnieszka";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";31;"Wrocław";"026401";"m. Wrocław";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";3;1;3;"LACH Łukasz Jan";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";25;"Ząbkowice Śląskie";"022405";"gm. Ząbkowice Śląskie";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";3;1;4;"CZARNECKI Przemysław Maksymilian";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";40;"Wrocław";"026401";"m. Wrocław";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";3;1;5;"CZESNOŁOWICZ Roksana";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";39;"Ołdrzychowice Kłodzkie";"020807";"gm. Kłodzko";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";3;1;6;"OLSZEWSKI Leszek Andrzej";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";70;"Wałbrzych";"026501";"m. Wałbrzych";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";3;1;7;"WĘGŁOWSKA Wiesława Maria";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";61;"Kietlin";"020207";"gm. Niemcza";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";3;1;8;"MIKLAS Ewa Zenona";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";74;"Kudowa-Zdrój";"020803";"m. Kudowa-Zdrój";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";3;1;9;"GOZDEK Ewelina Sylwia";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";40;"Bielawa";"020201";"m. Bielawa";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";3;1;10;"BADORA Maciej Adam";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";51;"Wałbrzych";"026501";"m. Wałbrzych";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";3;2;1;"GOMÓŁKA Damian Rafał";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";33;"Dzierżoniów";"020202";"m. Dzierżoniów";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";3;2;2;"OKARMUS Roman Andrzej";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";69;"Boleścin";"021907";"gm. Świdnica";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
"Sejmik Województwa Dolnośląskiego";3;2;3;"BOGDAŁ Urszula";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";38;"Ołdrzychowice Kłodzkie";"020807";"gm. Kłodzko";"";;;;;"dolnośląskie";"020000";"Kobieta";
"Sejmik Województwa Dolnośląskiego";3;2;4;"WYBRANIEC Augustyn";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";43;"Wałbrzych";"026501";"m. Wałbrzych";"";;;;;"dolnośląskie";"020000";"Mężczyzna";
