"Województwo";"Powiat";"Gmina";"Wybierany organ";"Liczba kandydatów";"Mieszkańcy";"Wyborcy";"Siedziba TKW";"Opis granic";"TERYT Gminy";"Liczba wyborców w części B spisu wyborów";"Liczba wysłanych pakietów wyborczych"
"łódzkie";"poddębicki";"gm. Dalików";"Wójt Gminy Dalików";1;4023;3245;"Dalików";"gm. Dalików";"101101";0;0
"łódzkie";"poddębicki";"gm. Pęczniew";"Wójt Gminy Pęczniew";1;3464;2822;"Pęczniew";"gm. Pęczniew";"101102";0;0
"łódzkie";"poddębicki";"gm. Poddębice";"Burmistrz Poddębic";3;14510;12119;"Poddębice";"gm. Poddębice";"101103";0;0
"łódzkie";"poddębicki";"gm. Uniejów";"Burmistrz Miasta Uniejów";1;6676;5528;"Uniejów";"gm. Uniejów";"101104";0;0
"łódzkie";"poddębicki";"gm. Wartkowice";"Wójt Gminy Wartkowice";4;6191;4955;"Wartkowice";"gm. Wartkowice";"101105";0;0
"łódzkie";"poddębicki";"gm. Zadzim";"Wójt Gminy Zadzim";2;4849;3961;"Zadzim";"gm. Zadzim";"101106";0;1
"łódzkie";"radomszczański";"m. Radomsko";"Prezydent Miasta Radomska";4;41584;34988;"Radomsko";"m. Radomsko";"101201";1;5
"łódzkie";"radomszczański";"gm. Dobryszyce";"Wójt Gminy Dobryszyce";2;4371;3483;"Dobryszyce";"gm. Dobryszyce";"101202";0;0
"łódzkie";"radomszczański";"gm. Gidle";"Wójt Gminy Gidle";1;5777;4798;"Gidle";"gm. Gidle";"101203";0;4
"łódzkie";"radomszczański";"gm. Gomunice";"Wójt Gminy Gomunice";1;5686;4633;"Gomunice";"gm. Gomunice";"101204";0;0
"łódzkie";"radomszczański";"gm. Kamieńsk";"Burmistrz Kamieńska";2;5653;4600;"Kamieńsk";"gm. Kamieńsk";"101205";0;1
"łódzkie";"radomszczański";"gm. Kobiele Wielkie";"Wójt Gminy Kobiele Wielkie";2;4363;3530;"Kobiele Wielkie";"gm. Kobiele Wielkie";"101206";0;0
"łódzkie";"radomszczański";"gm. Kodrąb";"Wójt Gminy Kodrąb";1;4374;3594;"Kodrąb";"gm. Kodrąb";"101207";0;0
"łódzkie";"radomszczański";"gm. Lgota Wielka";"Wójt Gminy Lgota Wielka";4;4109;3316;"Lgota Wielka";"gm. Lgota Wielka";"101208";0;0
"łódzkie";"radomszczański";"gm. Ładzice";"Wójt Gminy Ładzice";5;4677;3753;"Ładzice";"gm. Ładzice";"101209";0;3
"łódzkie";"radomszczański";"gm. Masłowice";"Wójt Gminy Masłowice";4;4095;3318;"Masłowice";"gm. Masłowice";"101210";0;0
"łódzkie";"radomszczański";"gm. Przedbórz";"Burmistrz Miasta Przedborza";5;6759;5649;"Przedbórz";"gm. Przedbórz";"101211";0;0
"łódzkie";"radomszczański";"gm. Radomsko";"Wójt Gminy Radomsko";1;5343;4372;"Radomsko";"gm. Radomsko";"101212";0;3
"łódzkie";"radomszczański";"gm. Wielgomłyny";"Wójt Gminy Wielgomłyny";5;4386;3607;"Wielgomłyny";"gm. Wielgomłyny";"101213";0;0
"łódzkie";"radomszczański";"gm. Żytno";"Wójt Gminy Żytno";2;4937;4130;"Żytno";"gm. Żytno";"101214";0;0
"łódzkie";"rawski";"m. Rawa Mazowiecka";"Burmistrz Miasta Rawa Mazowiecka";3;16037;13080;"Rawa Mazowiecka";"m. Rawa Mazowiecka";"101301";0;0
"łódzkie";"rawski";"gm. Biała Rawska";"Burmistrz Białej Rawskiej";2;10795;8774;"Biała Rawska";"gm. Biała Rawska";"101302";0;0
"łódzkie";"rawski";"gm. Cielądz";"Wójt Gminy Cielądz";2;3973;3172;"Cielądz";"gm. Cielądz";"101303";0;0
"łódzkie";"rawski";"gm. Rawa Mazowiecka";"Wójt Gminy Rawa Mazowiecka";4;8653;6947;"Rawa Mazowiecka";"gm. Rawa Mazowiecka";"101304";0;0
"łódzkie";"rawski";"gm. Regnów";"Wójt Gminy Regnów";2;1790;1464;"Regnów";"gm. Regnów";"101305";0;0
"łódzkie";"rawski";"gm. Sadkowice";"Wójt Gminy Sadkowice";2;5262;4253;"Sadkowice";"gm. Sadkowice";"101306";0;0
"łódzkie";"sieradzki";"m. Sieradz";"Prezydent Miasta Sieradza";4;37697;32058;"Sieradz";"m. Sieradz";"101401";1;6
"łódzkie";"sieradzki";"gm. Błaszki";"Burmistrz Błaszek";3;13966;11280;"Błaszki";"gm. Błaszki";"101402";0;0
"łódzkie";"sieradzki";"gm. Brąszewice";"Wójt Gminy Brąszewice";3;4377;3430;"Brąszewice";"gm. Brąszewice";"101403";0;0
"łódzkie";"sieradzki";"gm. Brzeźnio";"Wójt Gminy Brzeźnio";2;6269;5022;"Brzeźnio";"gm. Brzeźnio";"101404";0;0
"łódzkie";"sieradzki";"gm. Burzenin";"Wójt Gminy Burzenin";1;5330;4321;"Burzenin";"gm. Burzenin";"101405";0;0
"łódzkie";"sieradzki";"gm. Goszczanów";"Wójt Gminy Goszczanów";2;5234;4224;"Goszczanów";"gm. Goszczanów";"101406";0;0
"łódzkie";"sieradzki";"gm. Klonowa";"Wójt Gminy Klonowa";3;2812;2229;"Klonowa";"gm. Klonowa";"101407";0;0
"łódzkie";"sieradzki";"gm. Sieradz";"Wójt Gminy Sieradz";2;10726;8459;"Sieradz";"gm. Sieradz";"101408";0;3
"łódzkie";"sieradzki";"gm. Warta";"Burmistrz Warty";2;12017;9905;"Warta";"gm. Warta";"101409";0;0
"łódzkie";"sieradzki";"gm. Wróblew";"Wójt Gminy Wróblew";1;5957;4817;"Wróblew";"gm. Wróblew";"101410";0;2
"łódzkie";"sieradzki";"gm. Złoczew";"Burmistrz Miasta Złoczewa";2;6946;5609;"Złoczew";"gm. Złoczew";"101411";0;0
"łódzkie";"skierniewicki";"gm. Bolimów";"Burmistrz Miasta i Gminy Bolimów";3;3849;3090;"Bolimów";"gm. Bolimów";"101501";0;1
"łódzkie";"skierniewicki";"gm. Głuchów";"Wójt Gminy Głuchów";2;5539;4444;"Głuchów";"gm. Głuchów";"101502";0;0
"łódzkie";"skierniewicki";"gm. Godzianów";"Wójt Gminy Godzianów";1;2572;2035;"Godzianów";"gm. Godzianów";"101503";0;0
"łódzkie";"skierniewicki";"gm. Kowiesy";"Wójt Gminy Kowiesy";1;2828;2279;"Kowiesy";"gm. Kowiesy";"101504";0;0
"łódzkie";"skierniewicki";"gm. Lipce Reymontowskie";"Wójt Gminy Lipce Reymontowskie";2;3137;2526;"Lipce Reymontowskie";"gm. Lipce Reymontowskie";"101505";2;0
"łódzkie";"skierniewicki";"gm. Maków";"Wójt Gminy Maków";2;6011;4789;"Maków";"gm. Maków";"101506";0;0
"łódzkie";"skierniewicki";"gm. Nowy Kawęczyn";"Wójt Gminy Nowy Kawęczyn";2;3379;2729;"Nowy Kawęczyn";"gm. Nowy Kawęczyn";"101507";0;0
"łódzkie";"skierniewicki";"gm. Skierniewice";"Wójt Gminy Skierniewice";3;7579;5947;"Skierniewice";"gm. Skierniewice";"101508";0;0
"łódzkie";"skierniewicki";"gm. Słupia";"Wójt Gminy Słupia";2;2525;1997;"Słupia";"gm. Słupia";"101509";0;0
"łódzkie";"tomaszowski";"m. Tomaszów Mazowiecki";"Prezydent Miasta Tomaszowa Mazowieckiego";4;54632;45615;"Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"101601";0;10
"łódzkie";"tomaszowski";"gm. Będków";"Wójt Gminy Będków";2;3220;2623;"Będków";"gm. Będków";"101602";0;8
"łódzkie";"tomaszowski";"gm. Budziszewice";"Wójt Gminy Budziszewice";1;2119;1680;"Budziszewice";"gm. Budziszewice";"101603";0;0
"łódzkie";"tomaszowski";"gm. Czerniewice";"Wójt Gminy Czerniewice";2;4954;3969;"Czerniewice";"gm. Czerniewice";"101604";1;1
"łódzkie";"tomaszowski";"gm. Inowłódz";"Burmistrz Inowłodza";1;3684;3090;"Inowłódz";"gm. Inowłódz";"101605";1;0
"łódzkie";"tomaszowski";"gm. Lubochnia";"Wójt Gminy Lubochnia";1;6963;5477;"Lubochnia";"gm. Lubochnia";"101606";0;3
"łódzkie";"tomaszowski";"gm. Rokiciny";"Wójt Gminy Rokiciny";2;5973;4774;"Rokiciny";"gm. Rokiciny";"101607";0;0
"łódzkie";"tomaszowski";"gm. Rzeczyca";"Wójt Gminy Rzeczyca";2;4587;3755;"Rzeczyca";"gm. Rzeczyca";"101608";0;0
"łódzkie";"tomaszowski";"gm. Tomaszów Mazowiecki";"Wójt Gminy Tomaszów Mazowiecki";3;11347;8988;"Tomaszów Mazowiecki";"gm. Tomaszów Mazowiecki";"101609";0;0
"łódzkie";"tomaszowski";"gm. Ujazd";"Burmistrz Ujazdu";2;7517;6006;"Ujazd";"gm. Ujazd";"101610";0;0
"łódzkie";"tomaszowski";"gm. Żelechlinek";"Wójt Gminy Żelechlinek";2;3215;2579;"Żelechlinek";"gm. Żelechlinek";"101611";0;0
"łódzkie";"wieluński";"gm. Biała";"Wójt Gminy Biała";2;5348;4298;"Biała Druga";"gm. Biała";"101701";0;0
"łódzkie";"wieluński";"gm. Czarnożyły";"Wójt Gminy Czarnożyły";1;4372;3551;"Czarnożyły";"gm. Czarnożyły";"101702";0;0
"łódzkie";"wieluński";"gm. Konopnica";"Wójt Gminy Konopnica";3;3659;3022;"Konopnica";"gm. Konopnica";"101703";0;0
"łódzkie";"wieluński";"gm. Mokrsko";"Wójt Gminy Mokrsko";1;5176;4190;"Mokrsko";"gm. Mokrsko";"101704";0;0
"łódzkie";"wieluński";"gm. Osjaków";"Burmistrz Miasta i Gminy Osjaków";2;4706;3747;"Osjaków";"gm. Osjaków";"101705";0;2
"łódzkie";"wieluński";"gm. Ostrówek";"Wójt Gminy Ostrówek";4;4431;3571;"Ostrówek";"gm. Ostrówek";"101706";6;0
"łódzkie";"wieluński";"gm. Pątnów";"Wójt Gminy Pątnów";1;6340;5167;"Pątnów";"gm. Pątnów";"101707";0;0
"łódzkie";"wieluński";"gm. Skomlin";"Wójt Gminy Skomlin";2;3179;2556;"Skomlin";"gm. Skomlin";"101708";0;0
"łódzkie";"wieluński";"gm. Wieluń";"Burmistrz Wielunia";7;29392;24474;"Wieluń";"gm. Wieluń";"101709";0;1
"łódzkie";"wieluński";"gm. Wierzchlas";"Wójt Gminy Wierzchlas";2;6496;5276;"Wierzchlas";"gm. Wierzchlas";"101710";0;0
"łódzkie";"wieruszowski";"gm. Bolesławiec";"Burmistrz Miasta i Gminy Bolesławiec";4;3930;3158;"Bolesławiec";"gm. Bolesławiec";"101801";0;0
"łódzkie";"wieruszowski";"gm. Czastary";"Wójt Gminy Czastary";2;3942;3163;"Czastary";"gm. Czastary";"101802";0;1
"łódzkie";"wieruszowski";"gm. Galewice";"Wójt Gminy Galewice";2;6043;4865;"Galewice";"gm. Galewice";"101803";0;0
"łódzkie";"wieruszowski";"gm. Lututów";"Burmistrz Lututowa";1;4417;3530;"Lututów";"gm. Lututów";"101804";0;0
"łódzkie";"wieruszowski";"gm. Łubnice";"Wójt Gminy Łubnice";6;3947;3256;"Łubnice";"gm. Łubnice";"101805";1;1
"łódzkie";"wieruszowski";"gm. Sokolniki";"Wójt Gminy Sokolniki";2;5098;4050;"Sokolniki";"gm. Sokolniki";"101806";0;0
"łódzkie";"wieruszowski";"gm. Wieruszów";"Burmistrz Wieruszowa";1;13697;11213;"Wieruszów";"gm. Wieruszów";"101807";0;1
"łódzkie";"zduńskowolski";"m. Zduńska Wola";"Prezydent Miasta Zduńska Wola";3;37174;30874;"Zduńska Wola";"m. Zduńska Wola";"101901";3;4
"łódzkie";"zduńskowolski";"gm. Szadek";"Burmistrz Gminy i Miasta Szadek";1;7080;5677;"Szadek";"gm. Szadek";"101902";0;0
"łódzkie";"zduńskowolski";"gm. Zapolice";"Wójt Gminy Zapolice";3;5363;4264;"Zapolice";"gm. Zapolice";"101903";0;0
"łódzkie";"zduńskowolski";"gm. Zduńska Wola";"Wójt Gminy Zduńska Wola";2;12158;9628;"Zduńska Wola";"gm. Zduńska Wola";"101904";0;0
"łódzkie";"zgierski";"m. Głowno";"Burmistrz Głowna";4;12908;10881;"Głowno";"m. Głowno";"102001";0;0
"łódzkie";"zgierski";"m. Ozorków";"Burmistrz Miasta Ozorkowa";3;17206;14190;"Ozorków";"m. Ozorków";"102002";0;0
"łódzkie";"zgierski";"m. Zgierz";"Prezydent Miasta Zgierza";7;49900;41963;"Zgierz";"m. Zgierz";"102003";1;1
"łódzkie";"zgierski";"gm. Aleksandrów Łódzki";"Burmistrz Aleksandrowa Łódzkiego";2;32425;25552;"Aleksandrów Łódzki";"gm. Aleksandrów Łódzki";"102004";3;6
"łódzkie";"zgierski";"gm. Głowno";"Wójt Gminy Głowno";2;4641;3823;"Głowno";"gm. Głowno";"102005";0;0
"łódzkie";"zgierski";"gm. Ozorków";"Wójt Gminy Ozorków";3;6996;5684;"Ozorków";"gm. Ozorków";"102006";3;3
"łódzkie";"zgierski";"gm. Parzęczew";"Burmistrz Miasta i Gminy Parzęczew";1;5170;4173;"Parzęczew";"gm. Parzęczew";"102007";0;0
"łódzkie";"zgierski";"gm. Stryków";"Burmistrz Strykowa";3;12588;10145;"Stryków";"gm. Stryków";"102008";0;0
"łódzkie";"zgierski";"gm. Zgierz";"Wójt Gminy Zgierz";3;14962;12129;"Zgierz";"gm. Zgierz";"102009";1;1
"łódzkie";"brzeziński";"m. Brzeziny";"Burmistrz Miasta Brzeziny";4;11563;9567;"Brzeziny";"m. Brzeziny";"102101";0;0
"łódzkie";"brzeziński";"gm. Brzeziny";"Wójt Gminy Brzeziny";1;5810;4654;"Brzeziny";"gm. Brzeziny";"102102";0;0
"łódzkie";"brzeziński";"gm. Dmosin";"Wójt Gminy Dmosin";2;4351;3584;"Dmosin";"gm. Dmosin";"102103";0;0
"łódzkie";"brzeziński";"gm. Jeżów";"Burmistrz Jeżowa";1;3239;2623;"Jeżów";"gm. Jeżów";"102104";0;0
"łódzkie";"brzeziński";"gm. Rogów";"Wójt Gminy Rogów";1;4567;3656;"Rogów";"gm. Rogów";"102105";0;0
"łódzkie";"Łódź";"m. Łódź";"Prezydent Miasta Łodzi";6;580783;490199;"Łódź";"m. Łódź";"106101";37;165
"łódzkie";"Piotrków Trybunalski";"m. Piotrków Trybunalski";"Prezydent Miasta Piotrkowa Trybunalskiego";5;64934;54220;"Piotrków Trybunalski";"m. Piotrków Trybunalski";"106201";2;6
"łódzkie";"Skierniewice";"m. Skierniewice";"Prezydent Miasta Skierniewice";4;43824;35705;"Skierniewice";"m. Skierniewice";"106301";7;5
"małopolskie";"bocheński";"m. Bochnia";"Burmistrz Miasta Bochnia";7;27906;22663;"Bochnia";"m. Bochnia";"120101";0;3
"małopolskie";"bocheński";"gm. Bochnia";"Wójt Gminy Bochnia";2;20285;15772;"Bochnia";"gm. Bochnia";"120102";1;1
"małopolskie";"bocheński";"gm. Drwinia";"Wójt Gminy Drwinia";2;6438;5264;"Drwinia";"gm. Drwinia";"120103";0;0
"małopolskie";"bocheński";"gm. Lipnica Murowana";"Wójt Gminy Lipnica Murowana";1;5622;4316;"Lipnica Murowana";"gm. Lipnica Murowana";"120104";0;0
"małopolskie";"bocheński";"gm. Łapanów";"Wójt Gminy Łapanów";2;8372;6446;"Łapanów";"gm. Łapanów";"120105";0;0
"małopolskie";"bocheński";"gm. Nowy Wiśnicz";"Burmistrz Nowego Wiśnicza";3;14251;11103;"Nowy Wiśnicz";"gm. Nowy Wiśnicz";"120106";0;1
"małopolskie";"bocheński";"gm. Rzezawa";"Wójt Gminy Rzezawa";4;11382;8901;"Rzezawa";"gm. Rzezawa";"120107";0;3
"małopolskie";"bocheński";"gm. Trzciana";"Wójt Gminy Trzciana";2;5766;4366;"Trzciana";"gm. Trzciana";"120108";1;0
"małopolskie";"bocheński";"gm. Żegocina";"Wójt Gminy Żegocina";1;5527;4163;"Żegocina";"gm. Żegocina";"120109";0;0
"małopolskie";"brzeski";"gm. Borzęcin";"Wójt Gminy Borzęcin";3;8139;6599;"Borzęcin";"gm. Borzęcin";"120201";1;2
"małopolskie";"brzeski";"gm. Brzesko";"Burmistrz Brzeska";2;35031;28374;"Brzesko";"gm. Brzesko";"120202";1;5
"małopolskie";"brzeski";"gm. Czchów";"Burmistrz Czchowa";3;9791;7592;"Czchów";"gm. Czchów";"120203";1;0
"małopolskie";"brzeski";"gm. Dębno";"Wójt Gminy Dębno";3;14622;11563;"Dębno";"gm. Dębno";"120204";1;0
"małopolskie";"brzeski";"gm. Gnojnik";"Wójt Gminy Gnojnik";2;8022;6220;"Gnojnik";"gm. Gnojnik";"120205";0;4
"małopolskie";"brzeski";"gm. Iwkowa";"Wójt Gminy Iwkowa";2;6681;5046;"Iwkowa";"gm. Iwkowa";"120206";0;0
"małopolskie";"brzeski";"gm. Szczurowa";"Wójt Gminy Szczurowa";4;9145;7435;"Szczurowa";"gm. Szczurowa";"120207";0;0
"małopolskie";"chrzanowski";"gm. Alwernia";"Burmistrz Gminy Alwernia";2;12137;9907;"Alwernia";"gm. Alwernia";"120301";1;1
"małopolskie";"chrzanowski";"gm. Babice";"Wójt Gminy Babice";1;8856;7278;"Babice";"gm. Babice";"120302";3;0
"małopolskie";"chrzanowski";"gm. Chrzanów";"Burmistrz Miasta Chrzanowa";2;41295;34865;"Chrzanów";"gm. Chrzanów";"120303";0;21
"małopolskie";"chrzanowski";"gm. Libiąż";"Burmistrz Libiąża";3;20734;16969;"Libiąż";"gm. Libiąż";"120304";0;5
"małopolskie";"chrzanowski";"gm. Trzebinia";"Burmistrz Miasta Trzebini";3;30936;25787;"Trzebinia";"gm. Trzebinia";"120305";0;5
"małopolskie";"dąbrowski";"gm. Bolesław";"Wójt Gminy Bolesław";2;2629;2244;"Bolesław";"gm. Bolesław";"120401";0;0
"małopolskie";"dąbrowski";"gm. Dąbrowa Tarnowska";"Burmistrz Dąbrowy Tarnowskiej";3;20521;16697;"Dąbrowa Tarnowska";"gm. Dąbrowa Tarnowska";"120402";0;10
"małopolskie";"dąbrowski";"gm. Gręboszów";"Wójt Gminy Gręboszów";1;3137;2669;"Gręboszów";"gm. Gręboszów";"120403";0;0
"małopolskie";"dąbrowski";"gm. Mędrzechów";"Wójt Gminy Mędrzechów";2;3319;2780;"Mędrzechów";"gm. Mędrzechów";"120404";0;0
"małopolskie";"dąbrowski";"gm. Olesno";"Wójt Gminy Olesno";3;7723;6203;"Olesno";"gm. Olesno";"120405";0;0
"małopolskie";"dąbrowski";"gm. Radgoszcz";"Wójt Gminy Radgoszcz";4;7442;5897;"Radgoszcz";"gm. Radgoszcz";"120406";0;0
"małopolskie";"dąbrowski";"gm. Szczucin";"Burmistrz Szczucina";3;12608;10231;"Szczucin";"gm. Szczucin";"120407";0;0
"małopolskie";"gorlicki";"m. Gorlice";"Burmistrz Miasta Gorlice";2;24979;21059;"Gorlice";"m. Gorlice";"120501";0;8
"małopolskie";"gorlicki";"gm. Biecz";"Burmistrz Biecza";2;16394;13241;"Biecz";"gm. Biecz";"120502";0;10
"małopolskie";"gorlicki";"gm. Bobowa";"Burmistrz Bobowej";3;9860;7450;"Bobowa";"gm. Bobowa";"120503";0;1
"małopolskie";"gorlicki";"gm. Gorlice";"Wójt Gminy Gorlice";1;17049;13658;"Gorlice";"gm. Gorlice";"120504";0;5
"małopolskie";"gorlicki";"gm. Lipinki";"Wójt Gminy Lipinki";4;6769;5417;"Lipinki";"gm. Lipinki";"120505";0;3
"małopolskie";"gorlicki";"gm. Łużna";"Wójt Gminy Łużna";2;8509;6639;"Łużna";"gm. Łużna";"120506";0;0
"małopolskie";"gorlicki";"gm. Moszczenica";"Wójt Gminy Moszczenica";3;5084;3926;"Moszczenica";"gm. Moszczenica";"120507";0;0
"małopolskie";"gorlicki";"gm. Ropa";"Wójt Gminy Ropa";2;5553;4215;"Ropa";"gm. Ropa";"120508";0;1
"małopolskie";"gorlicki";"gm. Sękowa";"Wójt Gminy Sękowa";1;5030;4014;"Sękowa";"gm. Sękowa";"120509";0;0
"małopolskie";"gorlicki";"gm. Uście Gorlickie";"Wójt Gminy Uście Gorlickie";2;6880;5319;"Uście Gorlickie";"gm. Uście Gorlickie";"120510";0;0
"małopolskie";"krakowski";"gm. Czernichów";"Wójt Gminy Czernichów";3;14676;11676;"Czernichów";"gm. Czernichów";"120601";3;0
"małopolskie";"krakowski";"gm. Igołomia-Wawrzeńczyce";"Wójt Gminy Igołomia-Wawrzeńczyce";2;7596;6142;"Wawrzeńczyce";"gm. Igołomia-Wawrzeńczyce";"120602";0;0
"małopolskie";"krakowski";"gm. Iwanowice";"Wójt Gminy Iwanowice";2;9312;7394;"Iwanowice";"gm. Iwanowice";"120603";0;2
"małopolskie";"krakowski";"gm. Jerzmanowice-Przeginia";"Wójt Gminy Jerzmanowice-Przeginia";3;10936;8741;"Jerzmanowice";"gm. Jerzmanowice-Przeginia";"120604";0;1
"małopolskie";"krakowski";"gm. Kocmyrzów-Luborzyca";"Wójt Gminy Kocmyrzów-Luborzyca";3;16606;13083;"Luborzyca";"gm. Kocmyrzów-Luborzyca";"120605";2;0
"małopolskie";"krakowski";"gm. Krzeszowice";"Burmistrz Gminy Krzeszowice";3;30970;25332;"Krzeszowicach";"gm. Krzeszowice";"120606";4;0
"małopolskie";"krakowski";"gm. Liszki";"Wójt Gminy Liszki";4;17558;13717;"Liszki";"gm. Liszki";"120607";1;5
"małopolskie";"krakowski";"gm. Michałowice";"Wójt Gminy Michałowice";3;11493;8909;"Michałowice";"gm. Michałowice";"120608";1;1
"małopolskie";"krakowski";"gm. Mogilany";"Wójt Gminy Mogilany";2;14788;11441;"Mogilany";"gm. Mogilany";"120609";3;2
"małopolskie";"krakowski";"gm. Skała";"Burmistrz Miasta i Gminy Skała";4;10548;8412;"Skała";"gm. Skała";"120610";1;3
"małopolskie";"krakowski";"gm. Skawina";"Burmistrz Miasta i Gminy Skawina";3;42104;33685;"Skawina";"gm. Skawina";"120611";1;7
"małopolskie";"krakowski";"gm. Słomniki";"Burmistrz Gminy Słomniki";3;13182;10628;"Słomniki";"gm. Słomniki";"120612";0;1
"małopolskie";"krakowski";"gm. Sułoszowa";"Wójt Gminy Sułoszowa";1;5663;4512;"Sułoszowa";"gm. Sułoszowa";"120613";0;0
"małopolskie";"krakowski";"gm. Świątniki Górne";"Burmistrz Miasta i Gminy Świątniki Górne";6;10526;8289;"Świątniki Górne";"gm. Świątniki Górne";"120614";4;2
"małopolskie";"krakowski";"gm. Wielka Wieś";"Wójt Gminy Wielka Wieś";2;14884;11259;"Wielka Wieś";"gm. Wielka Wieś";"120615";6;0
"małopolskie";"krakowski";"gm. Zabierzów";"Wójt Gminy Zabierzów";2;27440;21731;"Zabierzów";"gm. Zabierzów";"120616";7;0
"małopolskie";"krakowski";"gm. Zielonki";"Wójt Gminy Zielonki";3;24542;18441;"Zielonki";"gm. Zielonki";"120617";8;4
"małopolskie";"limanowski";"m. Limanowa";"Burmistrz Miasta Limanowa";2;14302;11498;"Limanowa";"m. Limanowa";"120701";0;16
"małopolskie";"limanowski";"m. Mszana Dolna";"Burmistrz Miasta Mszana Dolna";2;7771;6155;"Mszana Dolna";"m. Mszana Dolna";"120702";1;4
"małopolskie";"limanowski";"gm. Dobra";"Wójt Gminy Dobra";2;10151;7815;"Dobra";"gm. Dobra";"120703";0;13
"małopolskie";"limanowski";"gm. Jodłownik";"Wójt Gminy Jodłownik";1;8742;6577;"Jodłownik";"gm. Jodłownik";"120704";0;0
"małopolskie";"limanowski";"gm. Kamienica";"Wójt Gminy Kamienica";1;7957;6066;"Kamienica";"gm. Kamienica";"120705";0;1
"małopolskie";"limanowski";"gm. Laskowa";"Wójt Gminy Laskowa";3;8230;6175;"Laskowa";"gm. Laskowa";"120706";0;10
"małopolskie";"limanowski";"gm. Limanowa";"Wójt Gminy Limanowa";3;26283;19652;"Limanowa";"gm. Limanowa";"120707";0;21
"małopolskie";"limanowski";"gm. Łukowica";"Wójt Gminy Łukowica";2;10243;7622;"Łukowica";"gm. Łukowica";"120708";1;0
"małopolskie";"limanowski";"gm. Mszana Dolna";"Wójt Gminy Mszana Dolna";4;17566;13314;"Mszana Dolna";"gm. Mszana Dolna";"120709";1;12
"małopolskie";"limanowski";"gm. Niedźwiedź";"Wójt Gminy Niedźwiedź";2;7369;5573;"Niedźwiedź";"gm. Niedźwiedź";"120710";0;0
"małopolskie";"limanowski";"gm. Słopnice";"Wójt Gminy Słopnice";1;7102;5187;"Słopnice";"gm. Słopnice";"120711";0;3
"małopolskie";"limanowski";"gm. Tymbark";"Wójt Gminy Tymbark";2;6521;4995;"Tymbark";"gm. Tymbark";"120712";0;2
"małopolskie";"miechowski";"gm. Charsznica";"Wójt Gminy Charsznica";5;7107;5924;"Charsznica";"gm. Charsznica";"120801";0;0
"małopolskie";"miechowski";"gm. Gołcza";"Wójt Gminy Gołcza";3;6011;4870;"Gołcza";"gm. Gołcza";"120802";0;0
"małopolskie";"miechowski";"gm. Kozłów";"Wójt Gminy Kozłów";4;4481;3749;"Kozłów";"gm. Kozłów";"120803";0;0
"małopolskie";"miechowski";"gm. Książ Wielki";"Burmistrz Miasta i Gminy Książ Wielki";6;4963;4044;"Książ Wielki";"gm. Książ Wielki";"120804";0;0
"małopolskie";"miechowski";"gm. Miechów";"Burmistrz Gminy i Miasta Miechów";1;18296;15060;"Miechów";"gm. Miechów";"120805";1;0
"małopolskie";"miechowski";"gm. Racławice";"Wójt Gminy Racławice";3;2525;2010;"Racławice";"gm. Racławice";"120806";0;0
"małopolskie";"miechowski";"gm. Słaboszów";"Wójt Gminy Słaboszów";3;3430;2847;"Słaboszów";"gm. Słaboszów";"120807";1;0
"małopolskie";"myślenicki";"gm. Dobczyce";"Burmistrz Gminy i Miasta Dobczyce";2;15224;11887;"Dobczyce";"gm. Dobczyce";"120901";0;0
"małopolskie";"myślenicki";"gm. Lubień";"Wójt Gminy Lubień";2;10040;7696;"Lubień";"gm. Lubień";"120902";0;2
"małopolskie";"myślenicki";"gm. Myślenice";"Burmistrz Miasta i Gminy Myślenice";5;43929;34555;"Myślenice";"gm. Myślenice";"120903";2;10
"małopolskie";"myślenicki";"gm. Pcim";"Wójt Gminy Pcim";2;11064;8613;"Pcim";"gm. Pcim";"120904";0;0
"małopolskie";"myślenicki";"gm. Raciechowice";"Wójt Gminy Raciechowice";3;6548;5055;"Raciechowice";"gm. Raciechowice";"120905";0;0
"małopolskie";"myślenicki";"gm. Siepraw";"Wójt Gminy Siepraw";2;9312;7102;"Siepraw";"gm. Siepraw";"120906";0;0
"małopolskie";"myślenicki";"gm. Sułkowice";"Burmistrz Gminy Sułkowice";1;15074;11668;"Sułkowice";"gm. Sułkowice";"120907";0;1
"małopolskie";"myślenicki";"gm. Tokarnia";"Wójt Gminy Tokarnia";2;8856;6742;"Tokarnia";"gm. Tokarnia";"120908";1;0
"małopolskie";"myślenicki";"gm. Wiśniowa";"Wójt Gminy Wiśniowa";2;7517;5782;"Wiśniowa";"gm. Wiśniowa";"120909";0;1
"małopolskie";"nowosądecki";"m. Grybów";"Burmistrz Miasta Grybów";1;5902;4684;"Grybów";"m. Grybów";"121001";0;2
"małopolskie";"nowosądecki";"gm. Chełmiec";"Wójt Gminy Chełmiec";2;29436;22474;"Chełmiec";"gm. Chełmiec";"121002";0;0
"małopolskie";"nowosądecki";"gm. Gródek nad Dunajcem";"Wójt Gminy Gródek nad Dunajcem";6;9228;7125;"Gródek nad Dunajcem";"gm. Gródek nad Dunajcem";"121003";0;0
"małopolskie";"nowosądecki";"gm. Grybów";"Wójt Gminy Grybów";3;25728;19174;"Grybów";"gm. Grybów";"121004";0;0
