"Województwo";"Powiat";"Gmina";"Wybierany organ";"Liczba kandydatów";"Mieszkańcy";"Wyborcy";"Siedziba TKW";"Opis granic";"TERYT Gminy";"Liczba wyborców w części B spisu wyborów";"Liczba wysłanych pakietów wyborczych"
"warmińsko-mazurskie";"lidzbarski";"gm. Lubomino";"Wójt Gminy Lubomino";4;3439;2709;"Lubomino";"gm. Lubomino";"280904";0;0
"warmińsko-mazurskie";"lidzbarski";"gm. Orneta";"Burmistrz Ornety";2;10780;8884;"Orneta";"gm. Orneta";"280905";0;2
"warmińsko-mazurskie";"mrągowski";"m. Mrągowo";"Burmistrz Miasta Mrągowo";4;19378;16070;"Mrągowo";"m. Mrągowo";"281001";0;3
"warmińsko-mazurskie";"mrągowski";"gm. Mikołajki";"Burmistrz Miasta Mikołajki";2;7329;6138;"Mikołajki";"gm. Mikołajki";"281002";1;0
"warmińsko-mazurskie";"mrągowski";"gm. Mrągowo";"Wójt Gminy Mrągowo";2;7884;6359;"Mrągowo";"gm. Mrągowo";"281003";3;0
"warmińsko-mazurskie";"mrągowski";"gm. Piecki";"Wójt Gminy Piecki";2;7246;5903;"Piecki";"gm. Piecki";"281004";2;0
"warmińsko-mazurskie";"mrągowski";"gm. Sorkwity";"Wójt Gminy Sorkwity";4;4402;3556;"Sorkwity";"gm. Sorkwity";"281005";1;0
"warmińsko-mazurskie";"nidzicki";"gm. Janowiec Kościelny";"Wójt Gminy Janowiec Kościelny";2;3056;2440;"Janowiec Kościelny";"gm. Janowiec Kościelny";"281101";0;0
"warmińsko-mazurskie";"nidzicki";"gm. Janowo";"Wójt Gminy Janowo";4;2517;2022;"Janowo";"gm. Janowo";"281102";0;0
"warmińsko-mazurskie";"nidzicki";"gm. Kozłowo";"Wójt Gminy Kozłowo";5;5594;4425;"Kozłowo";"gm. Kozłowo";"281103";0;0
"warmińsko-mazurskie";"nidzicki";"gm. Nidzica";"Burmistrz Nidzicy";2;19288;15943;"Nidzica";"gm. Nidzica";"281104";0;4
"warmińsko-mazurskie";"nowomiejski";"m. Nowe Miasto Lubawskie";"Burmistrz Nowego Miasta Lubawskiego";5;9704;7972;"Nowe Miasto Lubawskie";"m. Nowe Miasto Lubawskie";"281201";0;0
"warmińsko-mazurskie";"nowomiejski";"gm. Biskupiec";"Wójt Gminy Biskupiec";1;8935;7121;"Biskupiec";"gm. Biskupiec";"281202";0;0
"warmińsko-mazurskie";"nowomiejski";"gm. Grodziczno";"Wójt Gminy Grodziczno";3;6088;4734;"Grodziczno";"gm. Grodziczno";"281203";0;1
"warmińsko-mazurskie";"nowomiejski";"gm. Kurzętnik";"Wójt Gminy Kurzętnik";6;8970;6905;"Kurzętnik";"gm. Kurzętnik";"281204";0;0
"warmińsko-mazurskie";"nowomiejski";"gm. Nowe Miasto Lubawskie";"Wójt Gminy Nowe Miasto Lubawskie";1;8171;6290;"Mszanowo";"gm. Nowe Miasto Lubawskie";"281205";1;0
"warmińsko-mazurskie";"olecki";"gm. Kowale Oleckie";"Wójt Gminy Kowale Oleckie";1;4535;3664;"Kowale Oleckie";"gm. Kowale Oleckie";"281303";0;0
"warmińsko-mazurskie";"olecki";"gm. Olecko";"Burmistrz Olecka";5;19861;16118;"Olecko";"gm. Olecko";"281304";1;0
"warmińsko-mazurskie";"olecki";"gm. Świętajno";"Wójt Gminy Świętajno";5;3626;2908;"Świętajno";"gm. Świętajno";"281305";1;0
"warmińsko-mazurskie";"olecki";"gm. Wieliczki";"Wójt Gminy Wieliczki";6;3128;2507;"Wieliczki";"gm. Wieliczki";"281306";0;4
"warmińsko-mazurskie";"olsztyński";"gm. Barczewo";"Burmistrz  Barczewa";5;17128;13866;"Barczewo";"gm. Barczewo";"281401";1;1
"warmińsko-mazurskie";"olsztyński";"gm. Biskupiec";"Burmistrz Biskupca";2;17207;14125;"Biskupiec";"gm. Biskupiec";"281402";1;3
"warmińsko-mazurskie";"olsztyński";"gm. Dobre Miasto";"Burmistrz Dobrego Miasta";3;14680;11984;"Dobre Miasto";"gm. Dobre Miasto";"281403";0;4
"warmińsko-mazurskie";"olsztyński";"gm. Dywity";"Wójt Gminy Dywity";1;13081;10371;"Dywity";"gm. Dywity";"281404";1;0
"warmińsko-mazurskie";"olsztyński";"gm. Gietrzwałd";"Wójt Gminy Gietrzwałd";3;6705;5304;"Gietrzwałd";"gm. Gietrzwałd";"281405";5;1
"warmińsko-mazurskie";"olsztyński";"gm. Jeziorany";"Burmistrz Jezioran";3;7047;5762;"Jeziorany";"gm. Jeziorany";"281406";0;0
"warmińsko-mazurskie";"olsztyński";"gm. Jonkowo";"Wójt Gminy Jonkowo";2;7535;6050;"Jonkowo";"gm. Jonkowo";"281407";3;0
"warmińsko-mazurskie";"olsztyński";"gm. Kolno";"Wójt Gminy Kolno";4;2912;2379;"Kolno";"gm. Kolno";"281408";1;0
"warmińsko-mazurskie";"olsztyński";"gm. Olsztynek";"Burmistrz Olsztynka";2;12780;10270;"Olsztynek";"gm. Olsztynek";"281409";0;1
"warmińsko-mazurskie";"olsztyński";"gm. Purda";"Wójt Gminy Purda";3;8722;6986;"Purda";"gm. Purda";"281410";2;0
"warmińsko-mazurskie";"olsztyński";"gm. Stawiguda";"Wójt Gminy Stawiguda";2;13083;9711;"Stawiguda";"gm. Stawiguda";"281411";1;0
"warmińsko-mazurskie";"olsztyński";"gm. Świątki";"Wójt Gminy Świątki";2;3779;3001;"Świątki";"gm. Świątki";"281412";0;0
"warmińsko-mazurskie";"ostródzki";"m. Ostróda";"Burmistrz Miasta Ostróda";8;29511;24358;"Ostróda";"m. Ostróda";"281501";0;1
"warmińsko-mazurskie";"ostródzki";"gm. Dąbrówno";"Wójt Gminy Dąbrówno";2;3983;3185;"Dąbrówno";"gm. Dąbrówno";"281502";0;0
"warmińsko-mazurskie";"ostródzki";"gm. Grunwald";"Wójt Gminy Grunwald";4;5206;4111;"Gierzwałd";"gm. Grunwald";"281503";3;0
"warmińsko-mazurskie";"ostródzki";"gm. Łukta";"Wójt Gminy Łukta";2;4398;3495;"Łukta";"gm. Łukta";"281504";0;0
"warmińsko-mazurskie";"ostródzki";"gm. Małdyty";"Wójt Gminy Małdyty";2;5759;4636;"Małdyty";"gm. Małdyty";"281505";0;0
"warmińsko-mazurskie";"ostródzki";"gm. Miłakowo";"Burmistrz Miłakowa";3;5078;4138;"Miłakowo";"gm. Miłakowo";"281506";2;0
"warmińsko-mazurskie";"ostródzki";"gm. Miłomłyn";"Burmistrz Miasta i Gminy Miłomłyn";2;4723;3827;"Miłomłyn";"gm. Miłomłyn";"281507";2;0
"warmińsko-mazurskie";"ostródzki";"gm. Morąg";"Burmistrz Morąga";5;22461;18255;"Morąg";"gm. Morąg";"281508";1;3
"warmińsko-mazurskie";"ostródzki";"gm. Ostróda";"Wójt Gminy Ostróda";2;15561;12287;"Ostróda";"gm. Ostróda";"281509";0;6
"warmińsko-mazurskie";"piski";"gm. Biała Piska";"Burmistrz Białej Piskiej";5;10685;8553;"Biała Piska";"gm. Biała Piska";"281601";0;3
"warmińsko-mazurskie";"piski";"gm. Orzysz";"Burmistrz Orzysza";1;8302;6771;"Orzysz";"gm. Orzysz";"281602";0;1
"warmińsko-mazurskie";"piski";"gm. Pisz";"Burmistrz Pisza";6;25626;20879;"Pisz";"gm. Pisz";"281603";0;0
"warmińsko-mazurskie";"piski";"gm. Ruciane-Nida";"Burmistrz Miasta i Gminy Ruciane-Nida";2;7320;6157;"Ruciane-Nida";"gm. Ruciane-Nida";"281604";2;0
"warmińsko-mazurskie";"szczycieński";"m. Szczytno";"Burmistrz Miasta Szczytno";6;20847;17522;"Szczytno";"m. Szczytno";"281701";0;0
"warmińsko-mazurskie";"szczycieński";"gm. Dźwierzuty";"Wójt Gminy Dźwierzuty";2;6119;5039;"Dźwierzuty";"gm. Dźwierzuty";"281702";0;1
"warmińsko-mazurskie";"szczycieński";"gm. Jedwabno";"Wójt Gminy Jedwabno";2;3571;2906;"Jedwabno";"gm. Jedwabno";"281703";0;0
"warmińsko-mazurskie";"szczycieński";"gm. Pasym";"Burmistrz Miasta Pasym";3;5051;4165;"Pasym";"gm. Pasym";"281704";0;0
"warmińsko-mazurskie";"szczycieński";"gm. Rozogi";"Wójt Gminy Rozogi";3;5477;4334;"Rozogi";"gm. Rozogi";"281705";0;0
"warmińsko-mazurskie";"szczycieński";"gm. Szczytno";"Wójt Gminy Szczytno";3;13290;10312;"Szczytno";"gm. Szczytno";"281706";1;0
"warmińsko-mazurskie";"szczycieński";"gm. Świętajno";"Wójt Gminy Świętajno";2;5561;4564;"Świętajno";"gm. Świętajno";"281707";0;0
"warmińsko-mazurskie";"szczycieński";"gm. Wielbark";"Burmistrz Wielbarka";3;6388;4898;"Wielbark";"gm. Wielbark";"281708";0;0
"warmińsko-mazurskie";"gołdapski";"gm. Banie Mazurskie";"Wójt Gminy Banie Mazurskie";3;3403;2848;"Banie Mazurskie";"gm. Banie Mazurskie";"281801";0;0
"warmińsko-mazurskie";"gołdapski";"gm. Dubeninki";"Wójt Gminy Dubeninki";6;2730;2196;"Dubeninki";"gm. Dubeninki";"281802";0;1
"warmińsko-mazurskie";"gołdapski";"gm. Gołdap";"Burmistrz Gołdapi";8;18422;14689;"Gołdap";"gm. Gołdap";"281803";2;14
"warmińsko-mazurskie";"węgorzewski";"gm. Budry";"Wójt Gminy Budry";2;2713;2235;"Budry";"gm. Budry";"281901";0;7
"warmińsko-mazurskie";"węgorzewski";"gm. Pozezdrze";"Wójt Gminy Pozezdrze";2;3145;2565;"Pozezdrze";"gm. Pozezdrze";"281902";0;0
"warmińsko-mazurskie";"węgorzewski";"gm. Węgorzewo";"Burmistrz Węgorzewa";3;14982;12386;"Węgorzewo";"gm. Węgorzewo";"281903";3;2
"warmińsko-mazurskie";"Elbląg";"m. Elbląg";"Prezydent Miasta Elbląg";5;103408;86192;"Elbląg";"m. Elbląg";"286101";2;31
"warmińsko-mazurskie";"Olsztyn";"m. Olsztyn";"Prezydent Olsztyna";7;149966;123858;"Olsztyn";"m. Olsztyn";"286201";11;30
"wielkopolskie";"chodzieski";"m. Chodzież";"Burmistrz Miasta Chodzieży";3;16507;14004;"Chodzież";"m. Chodzież";"300101";0;1
"wielkopolskie";"chodzieski";"gm. Budzyń";"Burmistrz Miasta i Gminy Budzyń";5;8166;6400;"Budzyń";"gm. Budzyń";"300102";0;0
"wielkopolskie";"chodzieski";"gm. Chodzież";"Wójt Gminy Chodzież";1;6057;4750;"Chodzież";"gm. Chodzież";"300103";0;0
"wielkopolskie";"chodzieski";"gm. Margonin";"Burmistrz Miasta i Gminy Margonin";2;6244;4954;"Margonin";"gm. Margonin";"300104";3;0
"wielkopolskie";"chodzieski";"gm. Szamocin";"Burmistrz Miasta i Gminy Szamocin";4;7138;5733;"Szamocin";"gm. Szamocin";"300105";1;0
"wielkopolskie";"czarnkowsko-trzcianecki";"m. Czarnków";"Burmistrz Miasta Czarnków";4;9694;8030;"Czarnków";"m. Czarnków";"300201";0;0
"wielkopolskie";"czarnkowsko-trzcianecki";"gm. Czarnków";"Wójt Gminy Czarnków";3;11236;8811;"Czarnków";"gm. Czarnków";"300202";0;3
"wielkopolskie";"czarnkowsko-trzcianecki";"gm. Drawsko";"Wójt Gminy Drawsko";2;5578;4530;"Drawsko";"gm. Drawsko";"300203";0;0
"wielkopolskie";"czarnkowsko-trzcianecki";"gm. Krzyż Wielkopolski";"Burmistrz Krzyża Wielkopolskiego";6;8069;6537;"Krzyż Wielkopolski";"gm. Krzyż Wielkopolski";"300204";0;1
"wielkopolskie";"czarnkowsko-trzcianecki";"gm. Lubasz";"Wójt Gminy Lubasz";3;7514;5861;"Lubasz";"gm. Lubasz";"300205";1;3
"wielkopolskie";"czarnkowsko-trzcianecki";"gm. Połajewo";"Wójt Gminy Połajewo";2;6065;4771;"Połajewo";"gm. Połajewo";"300206";0;2
"wielkopolskie";"czarnkowsko-trzcianecki";"gm. Trzcianka";"Burmistrz Trzcianki";5;22477;17937;"Trzcianka";"gm. Trzcianka";"300207";0;4
"wielkopolskie";"czarnkowsko-trzcianecki";"gm. Wieleń";"Burmistrz Wielenia";2;11524;9301;"Wieleń";"gm. Wieleń";"300208";0;0
"wielkopolskie";"gnieźnieński";"m. Gniezno";"Prezydent Miasta Gniezna";3;60500;49914;"Gniezno";"m. Gniezno";"300301";2;25
"wielkopolskie";"gnieźnieński";"gm. Czerniejewo";"Burmistrz Miasta i Gminy Czerniejewo";1;7099;5802;"Czerniejewo";"gm. Czerniejewo";"300302";0;0
"wielkopolskie";"gnieźnieński";"gm. Gniezno";"Wójt Gminy Gniezno";4;13954;10407;"Gniezno";"gm. Gniezno";"300303";0;0
"wielkopolskie";"gnieźnieński";"gm. Kiszkowo";"Wójt Gminy Kiszkowo";2;5283;4173;"Kiszkowo";"gm. Kiszkowo";"300304";0;0
"wielkopolskie";"gnieźnieński";"gm. Kłecko";"Burmistrz Gminy Kłecko";2;7161;5642;"Kłecko";"gm. Kłecko";"300305";1;0
"wielkopolskie";"gnieźnieński";"gm. Łubowo";"Wójt Gminy Łubowo";1;7043;5368;"Łubowo";"gm. Łubowo";"300306";0;0
"wielkopolskie";"gnieźnieński";"gm. Mieleszyn";"Wójt Gminy Mieleszyn";2;3843;2964;"Mieleszyn";"gm. Mieleszyn";"300307";0;0
"wielkopolskie";"gnieźnieński";"gm. Niechanowo";"Wójt Gminy Niechanowo";4;5970;4602;"Niechanowo";"gm. Niechanowo";"300308";0;0
"wielkopolskie";"gnieźnieński";"gm. Trzemeszno";"Burmistrz Trzemeszna";9;13565;10700;"Trzemeszno";"gm. Trzemeszno";"300309";0;0
"wielkopolskie";"gnieźnieński";"gm. Witkowo";"Burmistrz Gminy i Miasta Witkowo";3;12848;10181;"Witkowo";"gm. Witkowo";"300310";0;1
"wielkopolskie";"gostyński";"gm. Borek Wielkopolski";"Burmistrz Borku Wielkopolskiego";2;7128;5688;"Borek Wielkopolski";"gm. Borek Wielkopolski";"300401";0;0
"wielkopolskie";"gostyński";"gm. Gostyń";"Burmistrz Gostynia";2;26858;21371;"Gostyń";"gm. Gostyń";"300402";1;0
"wielkopolskie";"gostyński";"gm. Krobia";"Burmistrz Krobi";2;12596;9932;"Krobia";"gm. Krobia";"300403";0;0
"wielkopolskie";"gostyński";"gm. Pępowo";"Wójt Gminy Pępowo";1;5804;4558;"Pępowo";"gm. Pępowo";"300404";0;0
"wielkopolskie";"gostyński";"gm. Piaski";"Wójt Gminy Piaski";2;8361;6707;"Piaski";"gm. Piaski";"300405";0;2
"wielkopolskie";"gostyński";"gm. Pogorzela";"Burmistrz Pogorzeli";3;4754;3761;"Pogorzela";"gm. Pogorzela";"300406";0;3
"wielkopolskie";"gostyński";"gm. Poniec";"Burmistrz Ponieca";2;7458;5870;"Poniec";"gm. Poniec";"300407";0;0
"wielkopolskie";"grodziski";"gm. Granowo";"Wójt Gminy Granowo";2;5059;3891;"Granowo";"gm. Granowo";"300501";0;0
"wielkopolskie";"grodziski";"gm. Grodzisk Wielkopolski";"Burmistrz Grodziska Wielkopolskiego";2;19132;15119;"Grodzisk Wielkopolski";"gm. Grodzisk Wielkopolski";"300502";1;5
"wielkopolskie";"grodziski";"gm. Kamieniec";"Wójt Gminy Kamieniec";1;6424;5008;"Kamieniec";"gm. Kamieniec";"300503";0;0
"wielkopolskie";"grodziski";"gm. Rakoniewice";"Burmistrz Rakoniewic";2;13029;10029;"Rakoniewice";"gm. Rakoniewice";"300504";0;0
"wielkopolskie";"grodziski";"gm. Wielichowo";"Burmistrz Wielichowa";1;6787;5234;"Wielichowo";"gm. Wielichowo";"300505";0;0
"wielkopolskie";"jarociński";"gm. Jaraczewo";"Burmistrz Miasta i Gminy Jaraczewo";2;7669;6078;"Jaraczewo";"gm. Jaraczewo";"300601";0;0
"wielkopolskie";"jarociński";"gm. Jarocin";"Burmistrz Jarocina";5;43929;35112;"Jarocin";"gm. Jarocin";"300602";1;5
"wielkopolskie";"jarociński";"gm. Kotlin";"Wójt Gminy Kotlin";3;6957;5376;"Kotlin";"gm. Kotlin";"300603";0;0
"wielkopolskie";"jarociński";"gm. Żerków";"Burmistrz Miasta i Gminy Żerków";2;10024;7983;"Żerków";"gm. Żerków";"300604";0;0
"wielkopolskie";"kaliski";"gm. Blizanów";"Wójt Gminy Blizanów";2;9893;7866;"Blizanów Drugi";"gm. Blizanów";"300701";1;0
"wielkopolskie";"kaliski";"gm. Brzeziny";"Wójt Gminy Brzeziny";3;5736;4578;"Brzeziny";"gm. Brzeziny";"300702";0;0
"wielkopolskie";"kaliski";"gm. Ceków-Kolonia";"Wójt Gminy Ceków-Kolonia";1;4734;3765;"Ceków-Kolonia";"gm. Ceków-Kolonia";"300703";0;0
"wielkopolskie";"kaliski";"gm. Godziesze Wielkie";"Wójt Gminy Godziesze Wielkie";4;9924;7771;"Godziesze Wielkie";"gm. Godziesze Wielkie";"300704";0;0
"wielkopolskie";"kaliski";"gm. Koźminek";"Burmistrz Gminy Koźminek";3;7422;6071;"Koźminek";"gm. Koźminek";"300705";0;0
"wielkopolskie";"kaliski";"gm. Lisków";"Wójt Gminy Lisków";1;5049;4175;"Lisków";"gm. Lisków";"300706";0;0
"wielkopolskie";"kaliski";"gm. Mycielin";"Wójt Gminy Mycielin";1;4706;3777;"Słuszków";"gm. Mycielin";"300707";0;0
"wielkopolskie";"kaliski";"gm. Opatówek";"Burmistrz Gminy Opatówek";3;10469;8482;"Opatówek";"gm. Opatówek";"300708";0;1
"wielkopolskie";"kaliski";"gm. Stawiszyn";"Burmistrz Stawiszyna";1;6764;5547;"Stawiszyn";"gm. Stawiszyn";"300709";0;0
"wielkopolskie";"kaliski";"gm. Szczytniki";"Wójt Gminy Szczytniki";2;7624;6097;"Szczytniki";"gm. Szczytniki";"300710";0;0
"wielkopolskie";"kaliski";"gm. Żelazków";"Wójt Gminy Żelazków";2;9415;7526;"Żelazków";"gm. Żelazków";"300711";0;0
"wielkopolskie";"kępiński";"gm. Baranów";"Wójt Gminy Baranów";1;7997;6313;"Baranów";"gm. Baranów";"300801";0;0
"wielkopolskie";"kępiński";"gm. Bralin";"Wójt Gminy Bralin";2;6031;4721;"Bralin";"gm. Bralin";"300802";0;0
"wielkopolskie";"kępiński";"gm. Kępno";"Burmistrz Miasta i Gminy Kępno";2;22996;18591;"Kępno";"gm. Kępno";"300803";0;0
"wielkopolskie";"kępiński";"gm. Łęka Opatowska";"Wójt Gminy Łęka Opatowska";1;5165;4083;"Łęka Opatowska";"gm. Łęka Opatowska";"300804";0;0
"wielkopolskie";"kępiński";"gm. Perzów";"Wójt Gminy Perzów";1;3671;2954;"Perzów";"gm. Perzów";"300805";0;0
"wielkopolskie";"kępiński";"gm. Rychtal";"Burmistrz Gminy Rychtal";1;3600;2927;"Rychtal";"gm. Rychtal";"300806";0;0
"wielkopolskie";"kępiński";"gm. Trzcinica";"Wójt Gminy Trzcinica";1;4876;3918;"Trzcinica";"gm. Trzcinica";"300807";0;0
"wielkopolskie";"kolski";"m. Koło";"Burmistrz Miasta Koła";4;19072;15967;"Koło";"m. Koło";"300901";0;1
"wielkopolskie";"kolski";"gm. Babiak";"Wójt Gminy Babiak";4;7540;6090;"Babiak";"gm. Babiak";"300902";0;0
"wielkopolskie";"kolski";"gm. Chodów";"Wójt Gminy Chodów";3;2913;2441;"Chodów";"gm. Chodów";"300903";0;0
"wielkopolskie";"kolski";"gm. Dąbie";"Burmistrz Miasta Dąbie";2;5914;4838;"Dąbie";"gm. Dąbie";"300904";1;0
"wielkopolskie";"kolski";"gm. Grzegorzew";"Wójt Gminy Grzegorzew";3;5539;4435;"Grzegorzew";"gm. Grzegorzew";"300905";0;0
"wielkopolskie";"kolski";"gm. Kłodawa";"Burmistrz Kłodawy";2;11917;9828;"Kłodawa";"gm. Kłodawa";"300906";0;0
"wielkopolskie";"kolski";"gm. Koło";"Wójt Gminy Koło";1;7852;6215;"Koło";"gm. Koło";"300907";1;1
"wielkopolskie";"kolski";"gm. Kościelec";"Wójt Gminy Kościelec";3;6800;5392;"Kościelec";"gm. Kościelec";"300908";0;0
"wielkopolskie";"kolski";"gm. Olszówka";"Wójt Gminy Olszówka";1;4300;3488;"Olszówka";"gm. Olszówka";"300909";0;0
"wielkopolskie";"kolski";"gm. Osiek Mały";"Wójt Gminy Osiek Mały";2;6270;4922;"Osiek Mały";"gm. Osiek Mały";"300910";0;0
"wielkopolskie";"kolski";"gm. Przedecz";"Burmistrz Miasta Przedecz";3;4004;3242;"Przedecz";"gm. Przedecz";"300911";0;0
"wielkopolskie";"koniński";"gm. Golina";"Burmistrz Goliny";3;12124;9765;"Golina";"gm. Golina";"301001";0;0
"wielkopolskie";"koniński";"gm. Grodziec";"Wójt Gminy Grodziec";1;4998;3990;"Grodziec";"gm. Grodziec";"301002";0;0
"wielkopolskie";"koniński";"gm. Kazimierz Biskupi";"Wójt Gminy Kazimierz Biskupi";1;11409;9196;"Kazimierz Biskupi";"gm. Kazimierz Biskupi";"301003";1;1
"wielkopolskie";"koniński";"gm. Kleczew";"Burmistrz Gminy i Miasta Kleczew";4;9675;7906;"Kleczew";"gm. Kleczew";"301004";0;1
"wielkopolskie";"koniński";"gm. Kramsk";"Wójt Gminy Kramsk";3;11453;9091;"Kramsk";"gm. Kramsk";"301005";4;0
"wielkopolskie";"koniński";"gm. Krzymów";"Wójt Gminy Krzymów";2;8191;6437;"Krzymów";"gm. Krzymów";"301006";0;0
"wielkopolskie";"koniński";"gm. Rychwał";"Burmistrz Rychwała";2;8078;6520;"Rychwał";"gm. Rychwał";"301007";0;0
"wielkopolskie";"koniński";"gm. Rzgów";"Wójt Gminy Rzgów";1;7203;5782;"Rzgów";"gm. Rzgów";"301008";1;0
"wielkopolskie";"koniński";"gm. Skulsk";"Wójt Gminy Skulsk";3;5877;4781;"Skulsk";"gm. Skulsk";"301009";0;0
"wielkopolskie";"koniński";"gm. Sompolno";"Burmistrz Miasta Sompolno";3;10190;8214;"Sompolno";"gm. Sompolno";"301010";0;0
"wielkopolskie";"koniński";"gm. Stare Miasto";"Wójt Gminy Stare Miasto";3;12641;9875;"Stare Miasto";"gm. Stare Miasto";"301011";0;0
"wielkopolskie";"koniński";"gm. Ślesin";"Burmistrz Miasta i Gminy Ślesin";5;13792;11151;"Ślesin";"gm. Ślesin";"301012";3;2
"wielkopolskie";"koniński";"gm. Wierzbinek";"Wójt Gminy Wierzbinek";2;6956;5497;"Wierzbinek";"gm. Wierzbinek";"301013";0;0
"wielkopolskie";"koniński";"gm. Wilczyn";"Wójt Gminy Wilczyn";2;5870;4728;"Wilczyn";"gm. Wilczyn";"301014";0;0
"wielkopolskie";"kościański";"m. Kościan";"Burmistrz Miasta Kościana";5;21560;17918;"Kościan";"m. Kościan";"301101";1;19
"wielkopolskie";"kościański";"gm. Czempiń";"Burmistrz Gminy Czempiń";1;11247;8946;"Czempiń";"gm. Czempiń";"301102";1;0
"wielkopolskie";"kościański";"gm. Kościan";"Wójt Gminy Kościan";1;15913;12500;"Kościan";"gm. Kościan";"301103";0;0
"wielkopolskie";"kościański";"gm. Krzywiń";"Burmistrz Miasta i Gminy Krzywiń";3;9644;7618;"Krzywiń";"gm. Krzywiń";"301104";0;5
"wielkopolskie";"kościański";"gm. Śmigiel";"Burmistrz Śmigla";1;16771;13288;"Śmigiel";"gm. Śmigiel";"301105";0;3
"wielkopolskie";"krotoszyński";"m. Sulmierzyce";"Burmistrz Sulmierzyc";5;2732;2161;"Sulmierzyce";"m. Sulmierzyce";"301201";0;0
"wielkopolskie";"krotoszyński";"gm. Kobylin";"Burmistrz Kobylina";2;7798;6143;"Kobylin";"gm. Kobylin";"301202";0;1
"wielkopolskie";"krotoszyński";"gm. Koźmin Wielkopolski";"Burmistrz Miasta i Gminy Koźmin Wielkopolski";1;12600;10101;"Koźmin Wielkopolski";"gm. Koźmin Wielkopolski";"301203";0;0
"wielkopolskie";"krotoszyński";"gm. Krotoszyn";"Burmistrz Krotoszyna";5;37747;30403;"Krotoszyn";"gm. Krotoszyn";"301204";0;5
"wielkopolskie";"krotoszyński";"gm. Rozdrażew";"Wójt Gminy Rozdrażew";1;5005;3893;"Rozdrażew";"gm. Rozdrażew";"301205";0;0
"wielkopolskie";"krotoszyński";"gm. Zduny";"Burmistrz Zdun";3;7352;5744;"Zduny";"gm. Zduny";"301206";0;1
"wielkopolskie";"leszczyński";"gm. Krzemieniewo";"Wójt Gminy Krzemieniewo";2;7949;6387;"Krzemieniewo";"gm. Krzemieniewo";"301301";1;0
"wielkopolskie";"leszczyński";"gm. Lipno";"Wójt Gminy Lipno";2;9496;7079;"Lipno";"gm. Lipno";"301302";1;24
"wielkopolskie";"leszczyński";"gm. Osieczna";"Burmistrz Gminy Osieczna";2;9200;7338;"Osieczna";"gm. Osieczna";"301303";0;0
"wielkopolskie";"leszczyński";"gm. Rydzyna";"Burmistrz Miasta i Gminy Rydzyna";2;10314;7907;"Rydzyna";"gm. Rydzyna";"301304";0;0
"wielkopolskie";"leszczyński";"gm. Święciechowa";"Wójt Gminy Święciechowa";2;8370;6460;"Święciechowa";"gm. Święciechowa";"301305";0;0
"wielkopolskie";"leszczyński";"gm. Wijewo";"Wójt Gminy Wijewo";2;3778;2872;"Wijewo";"gm. Wijewo";"301306";1;0
"wielkopolskie";"leszczyński";"gm. Włoszakowice";"Wójt Gminy Włoszakowice";5;9828;7577;"Włoszakowice";"gm. Włoszakowice";"301307";0;0
"wielkopolskie";"międzychodzki";"gm. Chrzypsko Wielkie";"Wójt Gminy Chrzypsko Wielkie";1;3307;2618;"Chrzypsko Wielkie";"gm. Chrzypsko Wielkie";"301401";1;0
"wielkopolskie";"międzychodzki";"gm. Kwilcz";"Wójt Gminy Kwilcz";3;6261;4904;"Kwilcz";"gm. Kwilcz";"301402";0;0
"wielkopolskie";"międzychodzki";"gm. Międzychód";"Burmistrz Międzychodu";5;17347;14024;"Międzychód";"gm. Międzychód";"301403";1;0
"wielkopolskie";"międzychodzki";"gm. Sieraków";"Burmistrz Gminy Sieraków";3;8299;6637;"Sieraków";"gm. Sieraków";"301404";0;0
"wielkopolskie";"nowotomyski";"gm. Kuślin";"Wójt Gminy Kuślin";3;5203;4084;"Kuślin";"gm. Kuślin";"301501";2;2
"wielkopolskie";"nowotomyski";"gm. Lwówek";"Burmistrz Miasta i Gminy Lwówek";1;8660;6878;"Lwówek";"gm. Lwówek";"301502";1;0
"wielkopolskie";"nowotomyski";"gm. Miedzichowo";"Wójt Gminy Miedzichowo";4;3851;3007;"Miedzichowo";"gm. Miedzichowo";"301503";2;0
"wielkopolskie";"nowotomyski";"gm. Nowy Tomyśl";"Burmistrz Nowego Tomyśla";3;26456;20626;"Nowy Tomyśl";"gm. Nowy Tomyśl";"301504";2;1
"wielkopolskie";"nowotomyski";"gm. Opalenica";"Burmistrz Opalenicy";1;15786;12349;"Opalenica";"gm. Opalenica";"301505";0;0
"wielkopolskie";"nowotomyski";"gm. Zbąszyń";"Burmistrz Zbąszynia";1;13371;10538;"Zbąszyń";"gm. Zbąszyń";"301506";0;0
"wielkopolskie";"obornicki";"gm. Oborniki";"Burmistrz Obornik";1;32170;25356;"Oborniki";"gm. Oborniki";"301601";3;0
"wielkopolskie";"obornicki";"gm. Rogoźno";"Burmistrz Rogoźna";4;17041;13463;"Rogoźno";"gm. Rogoźno";"301602";0;1
"wielkopolskie";"obornicki";"gm. Ryczywół";"Wójt Gminy Ryczywół";3;6909;5480;"Ryczywół";"gm. Ryczywół";"301603";0;0
"wielkopolskie";"ostrowski";"m. Ostrów Wielkopolski";"Prezydent Miasta Ostrowa Wielkopolskiego";5;65509;54241;"Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"301701";1;9
